"","Pond","Date","Time_hydro","Temp_degC","DO_mg.L","Depth_m","SPC_uS.cm","pH_hydro","Redox_mV","DO_perc","Sal_ppt","Time_nutrients","TDS_mg.L","Cond_uS.cm","TOC_mg.L","DOC_mg.L","HCO3_mg.L","CO3_mg.L","freeCO2_mg.L","POC_mg.L","NO3NO2_mg.L","NH3.tot_mg.L","NH3.un.ion_mg.L","TN_mg.L","DN_mg.L","PN_mg.L","OH_mg.L","F.diss_mg.L","Alk.tot_mg.L","Alk.p_mg.L","pH","Hard.tot_mg.L","Hard.nonCO3_mg.L","Na.diss_mg.L","Na_perc","Mg.diss_mg.L","SiO2_mg.L","P.diss.ortho_mg.L","P.tot_mg.L","P.diss_mg.L","P.part_mg.L","SO4.diss_mg.L","Cl.diss_mg.L","K.diss_mg.L","Ca.diss_mg.L","PCPN","PCPP","PNPP","Chla_ug.L","Water_level_m"
"379","65",1994-06-08,12:06:25,15.17,4.02,-0.6,2.22,8.28,156,42.5,1.2,12:05:00,2204,0,28.73,28.2,562.7,0,18.18,0.534,0,0.025,0,1.38,1.3,0.079,0,0.07,461.6,0,NA,1365.8,904.2,209,24.4,262,2.9,0.004,0.036,0.021,0.015,1240,62,36.3,115,7.9,91.8,11.6,20.02,0.261
"380","66",1994-06-08,12:15:30,13.37,8.93,0,19.4,8.72,166,97,11.5,12:15:00,0,0,78.7,75.4,949.1,0,39.56,3.3,0,0.226,0,2.22,1.7,0.522,0,0,778.6,0,NA,13056.4,12277.8,3750,37.9,2990,1.14,0.013,0.409,0.177,0.232,19000,703,245,299,7.4,36.7,5,39.91,1.016
"381","66",1994-06-08,12:15:53,13.37,8.65,-0.1,19,8.73,156,93.8,11.2,12:15:00,0,0,78.7,75.4,949.1,0,39.56,3.3,0,0.226,0,2.22,1.7,0.522,0,0,778.6,0,NA,13056.4,12277.8,3750,37.9,2990,1.14,0.013,0.409,0.177,0.232,19000,703,245,299,7.4,36.7,5,39.91,1.016
"382","67",1994-06-08,13:04:34,15.39,7.84,-0.1,3.05,8.58,229,83.5,1.6,13:05:00,3033,0,40.07,39.6,555.7,0,17.55,0.467,0,0.048,0,1.9,1.82,0.075,0,0.07,455.9,0,NA,1902.7,1446.8,263,22.6,373,0.6,0.003,0.051,0.046,0.005,1860,74.2,41.8,147,7.3,240.9,33.2,4.97,0.208
"383","67",1994-06-08,13:05:39,15.05,3.81,-0.6,3.08,8.49,140,40.4,1.7,13:05:00,3033,0,40.07,39.6,555.7,0,17.55,0.467,0,0.048,0,1.9,1.82,0.075,0,0.07,455.9,0,NA,1902.7,1446.8,263,22.6,373,0.6,0.003,0.051,0.046,0.005,1860,74.2,41.8,147,7.3,240.9,33.2,4.97,0.208
"384","86",1994-06-08,13:33:34,14.77,6.16,0,0.32,7.86,290,64.1,0.2,13:35:00,218,0,21.29,20,223.1,0,10.44,1.29,0,0.048,0,1.36,1.18,0.176,0,0.08,183,0,NA,172.7,0,1.55,1.6,16.6,15.21,0.207,0.354,0.298,0.056,4.5,5.46,22.6,41.8,8.5,59.4,6.9,7.82,0.356
"385","86",1994-06-08,13:34:04,14.13,2.21,-0.6,0.327,7.66,271,22.7,0.2,13:35:00,218,0,21.29,20,223.1,0,10.44,1.29,0,0.048,0,1.36,1.18,0.176,0,0.08,183,0,NA,172.7,0,1.55,1.6,16.6,15.21,0.207,0.354,0.298,0.056,4.5,5.46,22.6,41.8,8.5,59.4,6.9,7.82,0.356
"386","90",1994-06-08,13:55:40,14.9,7.98,0,7.68,8.39,262,85.6,4.3,14:00:00,9367,0,70.37,69.2,729,0,20.98,1.17,0,0.071,0,2.95,2.81,0.143,0,0.06,598,0,NA,5396.1,4798.1,857,24.9,1190,0.22,0.009,0.088,0.062,0.026,6379,214,169,199,9.5,116,12.2,8.14,0.851
"387","6642",1994-06-08,14:23:19,14.72,4.51,0,0.891,8.03,227,47,0.5,14:25:00,690,0,33.62,33.2,441.3,0,15.64,0.416,0,0.06,0,1.86,1.8,0.058,0,0.12,362,0,NA,569.5,207.5,21.1,7.1,87.8,13.9,0.202,0.288,0.278,0.01,236,8.45,22.3,83.3,8.4,107.3,12.8,2.53,NA
"388","6642",1994-06-08,14:23:37,14.7,4.44,-0.6,0.885,8.02,225,46.3,0.5,14:25:00,690,0,33.62,33.2,441.3,0,15.64,0.416,0,0.06,0,1.86,1.8,0.058,0,0.12,362,0,NA,569.5,207.5,21.1,7.1,87.8,13.9,0.202,0.288,0.278,0.01,236,8.45,22.3,83.3,8.4,107.3,12.8,2.53,NA
"389","109",1994-06-09,12:18:54,15.41,10.66,0,0.005,6.48,374,112.4,0,12:00:00,231,358,25.3,23.1,206,0,27.23,2.2,0,0.098,0,1.93,1.66,0.271,0,0.05,169,0,NA,167.8,0,0.99,1,15.4,31.6,1.14,1.46,1.26,0.2,4.6,5.04,30.1,41.8,9.5,28.4,3,7.71,0.483
"390","109",1994-06-09,12:19:38,15.36,1.32,-0.4,0.326,7.39,325,13.9,0.2,12:00:00,231,358,25.3,23.1,206,0,27.23,2.2,0,0.098,0,1.93,1.66,0.271,0,0.05,169,0,NA,167.8,0,0.99,1,15.4,31.6,1.14,1.46,1.26,0.2,4.6,5.04,30.1,41.8,9.5,28.4,3,7.71,0.483
"391","25",1994-06-21,15:40:11,23.75,13,-0.1,1.55,8.52,262,161.2,0.8,15:00:00,1097,1536,32.38,31.6,347.4,0,11.76,0.779,0,0.047,0,2.25,2.14,0.112,0,0.09,285,0,7.67,742.3,457.3,55.1,12.9,116,0.99,0.103,0.221,0.199,0.022,577,16.9,53.4,106,8.1,91.3,11.3,6.5,0.56
"392","25",1994-06-21,15:41:15,20.92,6.76,-0.7,1.62,7.89,137,79.5,0.9,15:00:00,1097,1536,32.38,31.6,347.4,0,11.76,0.779,0,0.047,0,2.25,2.14,0.112,0,0.09,285,0,7.67,742.3,457.3,55.1,12.9,116,0.99,0.103,0.221,0.199,0.022,577,16.9,53.4,106,8.1,91.3,11.3,6.5,0.56
"393","25",1994-06-21,15:42:07,21.8,7.64,-0.3,1.533,7.96,116,91.3,0.8,15:00:00,1097,1536,32.38,31.6,347.4,0,11.76,0.779,0,0.047,0,2.25,2.14,0.112,0,0.09,285,0,7.67,742.3,457.3,55.1,12.9,116,0.99,0.103,0.221,0.199,0.022,577,16.9,53.4,106,8.1,91.3,11.3,6.5,0.56
"394","50",1994-06-21,16:15:50,26.79,11.99,-0.1,4.43,8.49,274,158.8,2.4,16:00:00,3963,4525,56.44,55.8,498.9,0,12.79,0.638,0,0.049,0,3.24,3.12,0.119,0,0.1,409.3,0,7.79,2395.2,1985.9,326,21.9,472,3.87,0.012,0.152,0.123,0.029,2540,88.3,106,181,6.3,56.7,9.1,10.57,0.501
"395","50",1994-06-21,16:16:45,24.21,8.31,-0.1,4.51,8.22,162,105.1,2.5,16:00:00,3963,4525,56.44,55.8,498.9,0,12.79,0.638,0,0.049,0,3.24,3.12,0.119,0,0.1,409.3,0,7.79,2395.2,1985.9,326,21.9,472,3.87,0.012,0.152,0.123,0.029,2540,88.3,106,181,6.3,56.7,9.1,10.57,0.501
"396","4857",1994-06-21,14:27:35,21.57,13.53,-0.1,0.791,8.97,219,160.4,0.4,13:20:00,497,791,24.2,22.3,321,12.48,1.53,1.9,0,0.027,0,1.92,1.67,0.253,0,0.09,284.1,10.4,8.54,384.9,100.8,20.7,9.6,63.9,0.44,0.012,0.087,0.057,0.03,150,13.3,29.4,48.8,8.8,163.3,18.6,6.21,0.466
"397","4857",1994-06-21,14:28:50,20.19,10.26,-0.5,0.834,8.76,174,118.4,0.4,13:20:00,497,791,24.2,22.3,321,12.48,1.53,1.9,0,0.027,0,1.92,1.67,0.253,0,0.09,284.1,10.4,8.54,384.9,100.8,20.7,9.6,63.9,0.44,0.012,0.087,0.057,0.03,150,13.3,29.4,48.8,8.8,163.3,18.6,6.21,0.466
"398","1A",1994-06-21,15:09:57,21.27,9.97,-0.1,1.86,8.16,286,118.1,1,14:15:00,1475,1880,25.74,24.2,265.7,0,7.83,1.54,0,0.026,0,1.78,1.62,0.159,0,0.09,218,0,7.73,1034.9,816.9,44.8,8.1,161,12.3,0.013,0.077,0.054,0.023,904,19.3,53.4,149,11.3,172.7,15.3,5.26,NA
"399","1A",1994-06-21,15:10:37,20.26,9.94,-0.8,1.88,8.15,288,115.3,1,14:15:00,1475,1880,25.74,24.2,265.7,0,7.83,1.54,0,0.026,0,1.78,1.62,0.159,0,0.09,218,0,7.73,1034.9,816.9,44.8,8.1,161,12.3,0.013,0.077,0.054,0.023,904,19.3,53.4,149,11.3,172.7,15.3,5.26,NA
"400","1A",1994-06-21,15:11:12,20.35,10.02,-0.4,1.88,8.16,289,116.5,1,14:15:00,1475,1880,25.74,24.2,265.7,0,7.83,1.54,0,0.026,0,1.78,1.62,0.159,0,0.09,218,0,7.73,1034.9,816.9,44.8,8.1,161,12.3,0.013,0.077,0.054,0.023,904,19.3,53.4,149,11.3,172.7,15.3,5.26,NA
"401","1B",1994-06-21,14:48:48,20.23,9.88,-0.1,1.89,8.12,277,114.6,1,14:00:00,1443,1880,25.16,24.3,273.2,0,6.23,0.863,0,0.045,0,1.87,1.68,0.188,0,0.09,224.1,0,7.84,1026.7,802.6,44.8,8.2,159,12.5,0.015,0.078,0.055,0.023,871,19.2,53.2,149,5.4,96.8,18.1,9.07,0.156
"402","1B",1994-06-21,14:49:59,20,9.42,-0.8,1.89,8.11,253,108.7,1,14:00:00,1443,1880,25.16,24.3,273.2,0,6.23,0.863,0,0.045,0,1.87,1.68,0.188,0,0.09,224.1,0,7.84,1026.7,802.6,44.8,8.2,159,12.5,0.015,0.078,0.055,0.023,871,19.2,53.2,149,5.4,96.8,18.1,9.07,0.156
"403","1B",1994-06-21,14:50:44,20.14,9.5,-0.4,1.9,8.13,247,110,1,14:00:00,1443,1880,25.16,24.3,273.2,0,6.23,0.863,0,0.045,0,1.87,1.68,0.188,0,0.09,224.1,0,7.84,1026.7,802.6,44.8,8.2,159,12.5,0.015,0.078,0.055,0.023,871,19.2,53.2,149,5.4,96.8,18.1,9.07,0.156
"404","1B",1994-06-21,14:51:24,20.71,9.34,-0.1,1.86,8.12,247,109.4,1,14:00:00,1443,1880,25.16,24.3,273.2,0,6.23,0.863,0,0.045,0,1.87,1.68,0.188,0,0.09,224.1,0,7.84,1026.7,802.6,44.8,8.2,159,12.5,0.015,0.078,0.055,0.023,871,19.2,53.2,149,5.4,96.8,18.1,9.07,0.156
"405","Gursky",1994-06-21,13:47:23,19.04,7.69,-0.1,0.84,8.45,300,86.8,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","Gursky",1994-06-21,13:48:19,17.96,6.83,-0.7,0.855,8.47,298,75.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","37",1994-06-22,14:29:36,26.04,6.38,-0.1,0.464,7.75,268,82.1,0.2,14:15:00,279,470,37.78,33.8,277.9,0,13.94,3.98,0,0.018,0,2.68,2.22,0.461,0,0.1,228,0,7.5,203.1,0,1.39,1.2,21.8,22.8,0.004,0.164,0.067,0.097,6.2,6.82,37.7,45.4,10.1,105.8,10.5,14.04,0.963
"408","37",1994-06-22,14:31:09,20.54,1.67,-0.2,0.495,7.27,278,19.4,0.3,14:15:00,279,470,37.78,33.8,277.9,0,13.94,3.98,0,0.018,0,2.68,2.22,0.461,0,0.1,228,0,7.5,203.1,0,1.39,1.2,21.8,22.8,0.004,0.164,0.067,0.097,6.2,6.82,37.7,45.4,10.1,105.8,10.5,14.04,0.963
"409","60",1994-06-22,14:53:15,26.47,5.75,-0.1,0.373,7.23,288,74.6,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766
"410","60",1994-06-22,14:54:54,21.41,2.45,-0.1,0.397,6.97,259,28.9,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766
"411","65",1994-06-22,13:55:05,24.59,10.25,-0.1,2.9,8.42,245,129.8,1.6,13:45:00,2259,2906,31.15,28.1,566.7,0,8.12,3.05,0,0.043,0,2,1.6,0.4,0,0.06,464.9,0,NA,1382.1,917.2,216,24.8,269,3.38,0,0.076,0.033,0.043,1308,37,36.4,110,8.9,182.9,20.6,9.07,0.375
"412","65",1994-06-22,13:56:40,20.84,5.08,-0.6,2.91,8.17,117,59.9,1.6,13:45:00,2259,2906,31.15,28.1,566.7,0,8.12,3.05,0,0.043,0,2,1.6,0.4,0,0.06,464.9,0,NA,1382.1,917.2,216,24.8,269,3.38,0,0.076,0.033,0.043,1308,37,36.4,110,8.9,182.9,20.6,9.07,0.375
"413","65",1994-06-22,13:57:44,21.71,6.78,-0.3,2.82,8.24,127,81.2,1.5,13:45:00,2259,2906,31.15,28.1,566.7,0,8.12,3.05,0,0.043,0,2,1.6,0.4,0,0.06,464.9,0,NA,1382.1,917.2,216,24.8,269,3.38,0,0.076,0.033,0.043,1308,37,36.4,110,8.9,182.9,20.6,9.07,0.375
"414","66",1994-06-22,13:44:41,24.66,10.32,-0.1,22.6,8.63,250,140.9,13.6,13:30:00,0,23288,85.68,79.2,795.4,0,10.15,6.48,0,0.074,0,3.85,2.82,1.03,0,0,652.5,0,NA,13695.2,13042.7,3760,36.8,3150,0.37,0.018,0.447,0.191,0.256,19900,817,291,291,7.3,65.3,8.9,17.2,1.01
"415","66",1994-06-22,13:45:39,24.76,10.36,-0.1,22.6,8.65,224,141.6,13.6,13:30:00,0,23288,85.68,79.2,795.4,0,10.15,6.48,0,0.074,0,3.85,2.82,1.03,0,0,652.5,0,NA,13695.2,13042.7,3760,36.8,3150,0.37,0.018,0.447,0.191,0.256,19900,817,291,291,7.3,65.3,8.9,17.2,1.01
"416","67",1994-06-22,13:14:12,23.57,8.78,-0.1,3.71,8.4,220,109.3,2,13:15:00,3176,3791,51.18,49.4,594.8,0,8.53,1.78,0,0.032,0,2.41,2.2,0.212,0,0.07,487.9,0,NA,1983.4,1495.5,278,22.9,392,0.48,0.006,0.063,0.04,0.023,1900,121,43.5,148,9.8,199.6,20.4,8.57,0.24
"417","67",1994-06-22,13:16:47,19.95,3.58,-0.4,3.88,8.27,124,41.5,2.1,13:15:00,3176,3791,51.18,49.4,594.8,0,8.53,1.78,0,0.032,0,2.41,2.2,0.212,0,0.07,487.9,0,NA,1983.4,1495.5,278,22.9,392,0.48,0.006,0.063,0.04,0.023,1900,121,43.5,148,9.8,199.6,20.4,8.57,0.24
"418","86",1994-06-22,12:06:10,20.87,7.78,-0.1,0.417,7.66,213,90.9,0.2,11:53:00,233,399,24.33,20.5,241,0,14.54,3.83,0,0.091,0,2.05,1.51,0.541,0,0.06,197.7,0,7.42,186.9,0,1.62,1.6,20.9,6.9,0.083,0.318,0.173,0.145,14.7,5.42,24.6,40.4,8.3,68.1,8.3,21.06,0.38
"419","86",1994-06-22,12:09:00,14.89,2.25,-0.4,0.451,7.05,174,23.3,0.2,11:53:00,233,399,24.33,20.5,241,0,14.54,3.83,0,0.091,0,2.05,1.51,0.541,0,0.06,197.7,0,7.42,186.9,0,1.62,1.6,20.9,6.9,0.083,0.318,0.173,0.145,14.7,5.42,24.6,40.4,8.3,68.1,8.3,21.06,0.38
"420","90",1994-06-22,11:41:57,24.55,7.97,-0.1,9.99,8.23,296,103.5,5.7,11:20:00,11155,10320,75.09,71,816.9,0,16.99,4.09,0,0.113,0,3.46,2.94,0.522,0,0.04,670.1,0,7.88,6188.4,5518.3,1060,26.3,1360,0.2,0.004,0.106,0.056,0.05,7368,521,208,236,9.1,210.9,23.1,13.45,0.869
"421","90",1994-06-22,11:42:47,21.57,6.02,0,10.33,8.2,255,73.9,5.9,11:20:00,11155,10320,75.09,71,816.9,0,16.99,4.09,0,0.113,0,3.46,2.94,0.522,0,0.04,670.1,0,7.88,6188.4,5518.3,1060,26.3,1360,0.2,0.004,0.106,0.056,0.05,7368,521,208,236,9.1,210.9,23.1,13.45,0.869
"422","109",1994-06-22,12:46:04,23.86,2.98,-0.1,0.389,7.06,283,36.8,0.2,12:30:00,237,378,25.45,24,218.2,0,20.89,1.45,0,0.036,0,1.85,1.64,0.208,0,0.05,179,0,7.22,156.8,0,0.83,0.9,14.2,34.5,1.039,1.2,1.15,0.05,4.8,4.92,31.3,39.4,8.1,74.8,9.2,8.28,0.509
"423","109",1994-06-22,12:47:29,18.49,1.06,-0.3,0.419,6.81,259,11.8,0.2,12:30:00,237,378,25.45,24,218.2,0,20.89,1.45,0,0.036,0,1.85,1.64,0.208,0,0.05,179,0,7.22,156.8,0,0.83,0.9,14.2,34.5,1.039,1.2,1.15,0.05,4.8,4.92,31.3,39.4,8.1,74.8,9.2,8.28,0.509
"424","6642",1994-06-22,11:10:23,20.36,1.73,-0.1,1.109,7.49,188,20,0.6,11:00:00,705,1104,35.34,33.8,468.3,0,22.43,1.54,0,0.089,0,3.19,3.02,0.168,0,0.11,384.2,0,7.52,582.4,198.2,22.8,7.5,90.7,14.2,0.231,0.351,0.328,0.023,232,8.72,22.5,83.7,10.7,172.7,16.2,4.26,NA
"425","6642",1994-06-22,11:11:22,19.4,1.2,-0.4,1.121,7.48,151,13.6,0.6,11:00:00,705,1104,35.34,33.8,468.3,0,22.43,1.54,0,0.089,0,3.19,3.02,0.168,0,0.11,384.2,0,7.52,582.4,198.2,22.8,7.5,90.7,14.2,0.231,0.351,0.328,0.023,232,8.72,22.5,83.7,10.7,172.7,16.2,4.26,NA
"426","25",1994-07-05,16:13:32,18.54,5.08,-0.1,1.63,7.84,274,56.9,0.9,16:10:00,1162,1619,38.34,32.8,358.6,0,21.14,5.54,0,0.248,0,3.46,2.78,0.68,0,0.1,294.2,0,7.43,776.1,481.9,59.7,13.3,123,8.18,0.23,0.459,0.354,0.105,612,17.6,57.3,108,9.5,136.1,14.3,71.63,0.603
"427","25",1994-07-05,16:13:54,18.54,4.99,-0.3,1.63,7.85,266,55.9,0.9,16:10:00,1162,1619,38.34,32.8,358.6,0,21.14,5.54,0,0.248,0,3.46,2.78,0.68,0,0.1,294.2,0,7.43,776.1,481.9,59.7,13.3,123,8.18,0.23,0.459,0.354,0.105,612,17.6,57.3,108,9.5,136.1,14.3,71.63,0.603
"428","25",1994-07-05,16:14:25,18.44,4.44,-0.7,1.63,7.83,262,49.7,0.9,16:10:00,1162,1619,38.34,32.8,358.6,0,21.14,5.54,0,0.248,0,3.46,2.78,0.68,0,0.1,294.2,0,7.43,776.1,481.9,59.7,13.3,123,8.18,0.23,0.459,0.354,0.105,612,17.6,57.3,108,9.5,136.1,14.3,71.63,0.603
"429","50",1994-07-05,16:39:25,19.78,8.55,-0.1,5.14,8.32,146,99.5,2.8,16:40:00,4370,5165,80.9,60.6,613.2,0,18.06,20.3,0,0.101,0,5.56,3.02,2.54,0,0.1,503,0,7.73,2760.4,2257.4,388,22.5,551,2.3,0.05,0.362,0.125,0.237,2706,104,120,197,9.3,220.9,23.7,37.12,0.545
"430","50",1994-07-05,16:40:07,19.76,8.22,-0.1,5.17,8.32,133,95.6,2.8,16:40:00,4370,5165,80.9,60.6,613.2,0,18.06,20.3,0,0.101,0,5.56,3.02,2.54,0,0.1,503,0,7.73,2760.4,2257.4,388,22.5,551,2.3,0.05,0.362,0.125,0.237,2706,104,120,197,9.3,220.9,23.7,37.12,0.545
"431","4857",1994-07-05,14:46:25,18.39,12.08,-0.1,0.788,9.14,392,134.5,0.4,14:45:00,497,789,25.57,24.2,302.3,14.4,1.46,1.37,0.0015,0.078,0,2.79,2.64,0.154,0,0.09,272,12,8.54,378.3,106.3,21.2,10,65.5,2.97,0.069,0.171,0.156,0.015,157,13.3,30.2,43.5,10.4,235.5,22.7,2.11,0.49
"432","4857",1994-07-05,14:47:11,17.94,10.23,-0.1,0.795,9.03,317,112.8,0.4,14:45:00,497,789,25.57,24.2,302.3,14.4,1.46,1.37,0.0015,0.078,0,2.79,2.64,0.154,0,0.09,272,12,8.54,378.3,106.3,21.2,10,65.5,2.97,0.069,0.171,0.156,0.015,157,13.3,30.2,43.5,10.4,235.5,22.7,2.11,0.49
"433","4857",1994-07-05,14:48:09,17.72,9.1,-0.4,0.799,8.98,263,99.9,0.4,14:45:00,497,789,25.57,24.2,302.3,14.4,1.46,1.37,0.0015,0.078,0,2.79,2.64,0.154,0,0.09,272,12,8.54,378.3,106.3,21.2,10,65.5,2.97,0.069,0.171,0.156,0.015,157,13.3,30.2,43.5,10.4,235.5,22.7,2.11,0.49
"434","1A",1994-07-05,15:23:24,18.68,8.81,-0.1,1.9,8.11,337,99,1,15:20:00,1486,1907,26.01,25,260,0,8.4,1.01,0,0.065,0,1.82,1.69,0.132,0,0.09,213.3,0,7.69,1025.7,812.3,45.5,8.3,163,12.5,0.02,0.085,0.063,0.022,921,19.4,54.5,142,8.9,118.4,13.3,67.9,NA
"435","1A",1994-07-05,15:24:03,18.64,8.54,-0.2,1.9,8.11,337,95.9,1,15:20:00,1486,1907,26.01,25,260,0,8.4,1.01,0,0.065,0,1.82,1.69,0.132,0,0.09,213.3,0,7.69,1025.7,812.3,45.5,8.3,163,12.5,0.02,0.085,0.063,0.022,921,19.4,54.5,142,8.9,118.4,13.3,67.9,NA
"436","1A",1994-07-05,15:24:39,18.2,8.3,-0.8,1.92,8.09,336,92.5,1,15:20:00,1486,1907,26.01,25,260,0,8.4,1.01,0,0.065,0,1.82,1.69,0.132,0,0.09,213.3,0,7.69,1025.7,812.3,45.5,8.3,163,12.5,0.02,0.085,0.063,0.022,921,19.4,54.5,142,8.9,118.4,13.3,67.9,NA
"437","1B",1994-07-05,15:45:03,18.88,10.96,-0.1,1.89,8.36,338,123.8,1,15:45:00,0,1928,32.09,25.5,0,0,0,6.59,0,0.255,0,3.77,2.35,1.42,0,0.08,212.9,0,7.2,0,0,44.8,0,163,12.5,0.004,0.352,0.05,0.004,931,19,54.7,145,5.4,4248.6,785,7.5,0.197
"438","1B",1994-07-05,15:45:37,18.83,10.78,-0.3,1.88,8.37,332,121.6,1,15:45:00,0,1928,32.09,25.5,0,0,0,6.59,0,0.255,0,3.77,2.35,1.42,0,0.08,212.9,0,7.2,0,0,44.8,0,163,12.5,0.004,0.352,0.05,0.004,931,19,54.7,145,5.4,4248.6,785,7.5,0.197
"439","1B",1994-07-05,15:46:21,18.76,10.55,-0.7,1.89,8.38,323,118.8,1,15:45:00,0,1928,32.09,25.5,0,0,0,6.59,0,0.255,0,3.77,2.35,1.42,0,0.08,212.9,0,7.2,0,0,44.8,0,163,12.5,0.004,0.352,0.05,0.004,931,19,54.7,145,5.4,4248.6,785,7.5,0.197
"440","37",1994-07-06,13:27:57,19.24,6.75,0,0.492,7.65,302,76.4,0.2,13:20:00,286,491,38.51,33.8,282.8,0,18.71,4.71,0,0.034,0,2.92,2.35,0.565,0,0.1,232,0,7.38,213.4,0,1.17,0.9,23.4,22.9,0,0.116,0.05,0.066,3.7,7.38,40.8,46.9,9.7,184,18.9,12.25,1.027
"441","37",1994-07-06,13:29:23,18.25,3.71,-0.1,0.495,7.39,282,41.2,0.3,13:20:00,286,491,38.51,33.8,282.8,0,18.71,4.71,0,0.034,0,2.92,2.35,0.565,0,0.1,232,0,7.38,213.4,0,1.17,0.9,23.4,22.9,0,0.116,0.05,0.066,3.7,7.38,40.8,46.9,9.7,184,18.9,12.25,1.027
"442","37",1994-07-06,13:30:41,17.66,3.16,-0.3,0.5,7.28,272,34.6,0.3,13:20:00,286,491,38.51,33.8,282.8,0,18.71,4.71,0,0.034,0,2.92,2.35,0.565,0,0.1,232,0,7.38,213.4,0,1.17,0.9,23.4,22.9,0,0.116,0.05,0.066,3.7,7.38,40.8,46.9,9.7,184,18.9,12.25,1.027
"443","60",1994-07-06,13:04:33,17.98,5.5,0,0.391,7.32,263,60.6,0.2,13:00:00,0,377,33.05,29.2,0,0,0,3.85,0,0.023,0,0,2.84,0.637,0,0.04,166,0,NA,0,0,0.74,0,18.4,37.9,0.774,1.28,0.914,0.004,3.7,5.43,37.4,34.6,7,2482.1,352.2,67.48,0.834
"444","60",1994-07-06,13:05:42,17.69,2.82,-0.1,0.379,7.19,260,31,0.2,13:00:00,0,377,33.05,29.2,0,0,0,3.85,0,0.023,0,0,2.84,0.637,0,0.04,166,0,NA,0,0,0.74,0,18.4,37.9,0.774,1.28,0.914,0.004,3.7,5.43,37.4,34.6,7,2482.1,352.2,67.48,0.834
"445","65",1994-07-06,12:28:25,18.03,6.25,0,3.03,8.25,208,69.6,1.6,12:05:00,0,25120,121.85,114,844.3,65.04,5.34,7.85,0,0.194,0,2.99,1.8,1.19,0,0,801,54.2,8.45,13958.3,13157.3,3990,37.8,3260,0.19,0.022,0.413,0.181,0.232,19874,873,248,215,7.7,87.3,11.3,12.38,0.306
"446","65",1994-07-06,12:29:44,17.88,5.65,-0.3,3.03,8.22,185,62.7,1.6,12:05:00,0,25120,121.85,114,844.3,65.04,5.34,7.85,0,0.194,0,2.99,1.8,1.19,0,0,801,54.2,8.45,13958.3,13157.3,3990,37.8,3260,0.19,0.022,0.413,0.181,0.232,19874,873,248,215,7.7,87.3,11.3,12.38,0.306
"447","65",1994-07-06,12:30:30,17.79,4.73,-0.7,3.07,8.2,173,52.5,1.7,12:05:00,0,25120,121.85,114,844.3,65.04,5.34,7.85,0,0.194,0,2.99,1.8,1.19,0,0,801,54.2,8.45,13958.3,13157.3,3990,37.8,3260,0.19,0.022,0.413,0.181,0.232,19874,873,248,215,7.7,87.3,11.3,12.38,0.306
"448","66",1994-07-06,12:18:36,17.59,9.54,0,24.3,9.14,242,114.3,14.7,12:20:00,2402,3010,30.95,28.6,608.9,0,11.28,2.35,0,0.036,0,1.9,1.59,0.308,0,0.07,499.5,0,7.93,1460.5,961,234,25.2,285,9.54,0.013,0.083,0.038,0.045,1370,46.2,42.2,115,8.9,134.7,15.1,21.08,1.044
"449","66",1994-07-06,12:19:57,17.59,9.49,-0.2,24.6,9.22,216,113.9,14.9,12:20:00,2402,3010,30.95,28.6,608.9,0,11.28,2.35,0,0.036,0,1.9,1.59,0.308,0,0.07,499.5,0,7.93,1460.5,961,234,25.2,285,9.54,0.013,0.083,0.038,0.045,1370,46.2,42.2,115,8.9,134.7,15.1,21.08,1.044
"450","67",1994-07-06,11:42:37,17.64,7.24,0,3.97,8.37,181,80.3,2.2,11:40:00,3328,4027,47.17,45.6,654.6,0,14.26,1.57,0,0.028,0,2.55,2.35,0.2,0,0.08,537,0,7.86,2105.3,1568.3,305,23.5,421,1.99,0.013,0.069,0.049,0.02,2020,61.5,46.9,149,9.2,202.4,22.1,10.54,0.233
"451","67",1994-07-06,11:43:52,17.57,6.72,-0.4,3.95,8.37,133,74.5,2.2,11:40:00,3328,4027,47.17,45.6,654.6,0,14.26,1.57,0,0.028,0,2.55,2.35,0.2,0,0.08,537,0,7.86,2105.3,1568.3,305,23.5,421,1.99,0.013,0.069,0.049,0.02,2020,61.5,46.9,149,9.2,202.4,22.1,10.54,0.233
