"pond_id","Region","sample_date","pH","Fe (mg/L)","SO4 (mg/L)","DOC (mg/L)","DOC (mg/L) (0.45 Filter)","Abs254nm (1.2 filter)","Abs254nm (0.45 filter)","SUVA","Bottle # (PCO2)","Whole Water THg (ng/L)","Whole Water MeHg (ng/L)","MeHg Std Err","%MeHg","CO2 (umol/L)","CH4 (umol/L)","DIC (mg/L)","DIC (mg/L) (0.45 Filter)","TDC (mg/L) (DIC+DOC)","ChlA","DataSource","water temp C","Conductivity_uS_cm","DO (%)","DO (mg/L)","Secchi (cm)","Secchi on the ground?","ORP","Air temp C","Cloud %","Vegetation","analyzing_date","Abs250nm (0.45 filter)","Abs280nm (0.45 filter)","Abs350nm (0.45 filter)","Abs365nm (0.45 filter)","Abs370nm (0.45 filter)","Abs250nm (1.2 filter)","280 nmAbs280nm (1.2 filter)","Abs350nm (1.2 filter)","Abs365nm (1.2 filter)","Abs370nm (1.2 filter)","Time","TRP MDL = .00567","SRP MDL =.00567","TDP MDL = .0041","TP MDL = 0.0041","NH3 MDL = .021","UREA MDL = .0202","NO3 MDL = .0073","TN MDL = .0447","SO4 MDL = 1.015","Alk MDL = 3.16","TDN MDL = 0.0447","Site","Replicate","Weight (g)","Height","Hg [ng]","Concentration (µg/kg)","Latitude","Longitude","CLASS","Other Observation","Comments"
"25","SDNWA","2017-07-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.9566667,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00284,0.043,0.284,0.1455,NA,0.03335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.103089541901,52.2115496475054,4,NA,NA
"63","SDNWA","2017-07-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.1875512,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01535,NA,0.5475,0.209,NA,0.0203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.097547580125,52.2028731555484,3,NA,NA
"65","SDNWA","2017-07-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.2201449,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0277,0.076,0.508,0.1455,NA,0.16215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.098645389348,52.2054295870692,4,NA,NA
"88","SDNWA","2017-07-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.2314737,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5163,0.7,0.8235,1.8465,NA,0.01955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.084132842938,52.2022986018554,0,NA,NA
"103","SDNWA","2017-07-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.845,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07275,2.4815,2.5285,2.16,NA,0.0188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.083807155751,52.2093892975842,3,NA,NA
"109","SDNWA","2017-07-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.8880645,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87775,1.016,1.15,0.471,NA,0.09695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.08574700556,52.2087749369114,3,NA,NA
"110","SDNWA","2017-07-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.64166667,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.32375,6.385,NA,3.1805,NA,0.07025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.087631875749,52.2080040690588,3,NA,NA
"120","SDNWA","2017-07-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.27,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07365,2.474,2.504,3.307,NA,0.01045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.08251473073,52.2108846318481,3,NA,NA
"5340","SDNWA","2017-07-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.43777778,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04095,0.1265,0.4095,0.0745,NA,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","SDNWA","2017-07-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.55176471,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3876,0.5675,0.6345,0.3875,NA,0.005675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.109002062662,52.2088490937291,3,NA,NA
"40","SDNWA","2017-07-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.57764706,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15215,0.2155,0.2915,0.693,NA,0.00365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.10863881582,52.2081146936759,2,NA,NA
"50","SDNWA","2017-07-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.17647059,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00975,0.063,0.4655,0.089,NA,0.10365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.107130860919,52.2055308068738,4,NA,NA
"60","SDNWA","2017-07-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.57846154,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72155,0.985,1.175,0.2365,NA,0.01815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.102308030667,52.2032055366664,3,NA,NA
"1","SDNWA","2017-10-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.2960084,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00284,NA,NA,0.1632,NA,0.02175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.090051039219,52.213064598347,5,NA,NA
"50","SDNWA","2017-10-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.185989,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00284,NA,NA,0.0326,NA,0.0102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.107130860919,52.2055308068738,4,NA,NA
"60","SDNWA","2017-10-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216.8579144,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1975,NA,NA,NA,NA,0.00365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.102308030667,52.2032055366664,3,NA,NA
"63","SDNWA","2017-10-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217.9909091,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13015,NA,NA,0.13075,NA,0.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.097547580125,52.2028731555484,3,NA,NA
"88","SDNWA","2017-10-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320.1466667,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85155,NA,NA,NA,NA,0.0163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.084132842938,52.2022986018554,0,NA,NA
"90","SDNWA","2017-10-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.54678377,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00284,NA,NA,NA,NA,0.13135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.080283863833,52.204774960573,4,NA,NA
"5340","SDNWA","2017-10-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.6304113,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02522,NA,NA,0.024,NA,0.1264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125S","SDNWA","2017-10-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.8237037,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00284,NA,NA,0.13175,NA,0.13075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.081228136441,52.2120973331393,3,NA,NA
"25","SDNWA","2017-10-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.0645833,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038,NA,NA,0.2586,NA,0.0645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.103089541901,52.2115496475054,4,NA,NA
"39","SDNWA","2017-10-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.45333333,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6011,NA,NA,0.1229,NA,0.0678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.109002062662,52.2088490937291,3,NA,NA
"65","SDNWA","2017-10-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0444,NA,NA,0.1201,NA,0.0201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.098645389348,52.2054295870692,4,NA,NA
"67","SDNWA","2017-10-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278.4263158,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0402,NA,NA,0.1006,NA,0.0109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.097396878135,52.2092009092133,4,NA,NA
"103","SDNWA","2017-10-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190.1983586,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7729,NA,NA,0.0952,NA,0.01885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.083807155751,52.2093892975842,3,NA,NA
"109","SDNWA","2017-10-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.53788377,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46885,NA,NA,2.1591,NA,0.08335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.08574700556,52.2087749369114,3,NA,NA
"120","SDNWA","2017-10-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.408,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9246,NA,NA,2.4884,NA,0.1042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.08251473073,52.2108846318481,3,NA,NA
"17","SDNWA","2018-04-25",6.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baulch",NA,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6724,0.901,0.887,NA,NA,0.00365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.097793296312,52.2146363203223,NA,NA,NA
"59","SDNWA","2018-04-25",6.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baulch",NA,97.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0862,0.15,0.231,NA,NA,0.0089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.106848874746,52.2032499780798,NA,NA,NA
"139A","SDNWA","2018-04-25",6.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baulch",NA,86.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.24735,0.087,0.132,NA,NA,0.00775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.081244852999,52.2148969934643,NA,NA,NA
"27A","SDNWA","2018-04-25",7.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baulch",NA,2202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0505,0.254,0.263,NA,NA,1.14705,NA,1046.65,NA,NA,NA,NA,NA,NA,NA,NA,-106.101939272475,52.2135996738494,NA,NA,NA
"1","SDNWA","2018-05-14",7.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.296,"Baulch",13.7,1738,NA,"10.68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9:25",NA,0.00284,0.002,0.173,0.0105,0.21465,0.009,2.073,1004.59,NA,NA,NA,NA,NA,NA,NA,NA,-106.090051039219,52.213064598347,5,NA,NA
"2","SDNWA","2018-05-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.633,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1152,0.143,0.179,0.033,0.23655,0.004,2.041,834.595,NA,NA,NA,NA,NA,NA,NA,NA,-106.087829758726,52.214974949291,3,NA,NA
"17","SDNWA","2018-05-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.812,"Baulch",NA,NA,NA,"9.53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.552025,0.139,0.154,0.0105,0.35175,0.004,2.4695,7.005,NA,NA,NA,NA,NA,NA,NA,NA,-106.097793296312,52.2146363203223,NA,NA,NA
"88","SDNWA","2018-05-14",7.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.796,"Baulch",15.62,452,NA,"10.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13:20",NA,0.85895,0.854,0.911,0.0105,0.28515,0.004,2.083,121.46,NA,NA,NA,NA,NA,NA,NA,NA,-106.084132842938,52.2022986018554,0,NA,NA
"90","SDNWA","2018-05-14",7.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.561,"Baulch",14.4,1982,NA,"9.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13:35",NA,0.00284,0.002,0.141,0.0105,0.1961,0.004,2.67,984.79,NA,NA,NA,NA,NA,NA,NA,NA,-106.080283863833,52.204774960573,4,NA,NA
"103","SDNWA","2018-05-14",8.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.465,"Baulch",14.33,538,NA,"8.83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:32",NA,0.56225,0.547,0.591,0.0105,0.26895,0.004,1.8725,211.025,NA,NA,NA,NA,NA,NA,NA,NA,-106.083807155751,52.2093892975842,3,NA,NA
"105","SDNWA","2018-05-14",6.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.929,"Baulch",10.37,229,NA,"7.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12:09",NA,2.6004,0.22,0.225,0.0105,0.41205,0.004,2.517,7.73,NA,NA,NA,NA,NA,NA,NA,NA,-106.083172037631,52.2074407130485,3,NA,NA
"109","SDNWA","2018-05-14",8.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.043,"Baulch",14.41,714,NA,"6.53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:01",NA,0.1705,0.19,0.248,0.051,0.2106,0.004,1.7025,263.225,NA,NA,NA,NA,NA,NA,NA,NA,-106.08574700556,52.2087749369114,3,NA,NA
"110","SDNWA","2018-05-14",7.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.914,"Baulch",13.51,255,NA,"5.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10:38",NA,1.6343,0.151,0.152,0.0105,0.39575,0.004,2.397,17.21,NA,NA,NA,NA,NA,NA,NA,NA,-106.087631875749,52.2080040690588,3,NA,NA
"117","SDNWA","2018-05-14",6.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.436,"Baulch",13.76,153.8,NA,"8.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13:00",NA,1.071125,0.919,0.983,0.0105,0.35015,0.004,1.4635,5.86,NA,NA,NA,NA,NA,NA,NA,NA,-106.085459072321,52.2105907183775,3,NA,NA
"120","SDNWA","2018-05-14",7.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78,"Baulch",16.4,612,NA,"9.92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12:45",NA,0.86355,0.896,0.883,0.0105,0.25595,0.004,1.8715,221.855,NA,NA,NA,NA,NA,NA,NA,NA,-106.08251473073,52.2108846318481,3,NA,NA
"139","SDNWA","2018-05-14",7.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.361,"Baulch",14.8,480,NA,"8.28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9:49",NA,0.00284,0.602,0.622,0.0105,0.3355,0.012,1.7715,142.925,NA,NA,NA,NA,NA,NA,NA,NA,-106.083330486561,52.2144798619993,3,NA,NA
"125S","SDNWA","2018-05-14",8.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.705,"Baulch",14.01,1786,NA,"7.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10:13",NA,0.59035,0.002,0.174,0.0105,0.2446,0.004,2.075,1108.985,NA,NA,NA,NA,NA,NA,NA,NA,-106.081228136441,52.2120973331393,3,NA,NA
"25","SDNWA","2018-05-15",8.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.841,"Baulch",16.79,2005,NA,"11.46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:53",NA,0.00785,0.052,0.13,0.011,0.28675,0.017,2.839,1216.245,NA,NA,NA,NA,NA,NA,NA,NA,-106.103089541901,52.2115496475054,4,NA,NA
"39","SDNWA","2018-05-15",7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.869,"Baulch",16.71,986,NA,"7.52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11:00",NA,0.7118,0.749,0.825,0.011,0.36645,0.004,2.1365,438.85,NA,NA,NA,NA,NA,NA,NA,NA,-106.109002062662,52.2088490937291,3,NA,NA
"40","SDNWA","2018-05-15",7.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.421,"Baulch",15.17,391,NA,"8.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10:43",NA,0.20785,0.229,0.236,0.011,0.24135,0.01,1.458,87.175,NA,NA,NA,NA,NA,NA,NA,NA,-106.10863881582,52.2081146936759,2,NA,NA
"50","SDNWA","2018-05-15",8.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.846,"Baulch",14.72,2761,NA,"7.22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10:10",NA,0.00284,0.002,0.19,0.011,0.20335,0.053,2.691,1935.48,NA,NA,NA,NA,NA,NA,NA,NA,-106.107130860919,52.2055308068738,4,NA,NA
"60","SDNWA","2018-05-15",8.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.616,"Baulch",14.79,320,NA,"10.52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9:20",NA,0.2785,0.301,0.341,0.011,0.26565,0.008,2.0615,69.92,NA,NA,NA,NA,NA,NA,NA,NA,-106.102308030667,52.2032055366664,3,NA,NA
"63","SDNWA","2018-05-15",8.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.704,"Baulch",17.14,3880,NA,"13.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13:00",NA,0.00284,0.051,0.3,0.011,0.2341,0.004,3.7385,2810.075,NA,NA,NA,NA,NA,NA,NA,NA,-106.097547580125,52.2028731555484,3,NA,NA
"65","SDNWA","2018-05-15",8.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.242,"Baulch",16.45,3840,NA,"11.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12:30",NA,0.0861,0.046,0.29,0.011,0.21065,0.004,2.9505,2175.92,NA,NA,NA,NA,NA,NA,NA,NA,-106.098645389348,52.2054295870692,4,NA,NA
"67","SDNWA","2018-05-15",8.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.32,"Baulch",16.45,3840,NA,"11.46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12:30",NA,0.00284,0.047,0.289,0.011,0.2042,0.01,2.8095,2777.115,NA,NA,NA,NA,NA,NA,NA,NA,-106.097396878135,52.2092009092133,4,NA,NA
"92","SDNWA","2018-05-15",6.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.098,"Baulch",16.73,193.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14:00",NA,0.80355,0.863,0.888,0.093,0.4693,0.012,1.759,9.625,NA,NA,NA,NA,NA,NA,NA,NA,-106.076985663306,52.2067987708391,2,NA,NA
"5340","SDNWA","2018-05-15",8.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.435,"Baulch",19.34,3420,NA,"6.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13:26",NA,0.00284,0.002,0.255,0.011,0.16545,0.015,2.862,1572.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","SDNWA","2018-07-09",9.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baulch",14.1,3032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07425,0.212,0.139,0.02875,0.107,0.25885,2.431,1538.285,NA,NA,NA,NA,NA,NA,NA,NA,-106.090051039219,52.213064598347,5,NA,NA
"88","SDNWA","2018-07-09",9.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baulch",15.5,669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8049,0.832,0.874,0.02885,0.2252,NA,2.194,105.505,NA,NA,NA,NA,NA,NA,NA,NA,-106.084132842938,52.2022986018554,0,NA,NA
