"","Pond","Date","Region","Analyzing_date","250_nm","254_nm","280_nm","350_nm","365_nm","370_nm","Filter","Comments","pH","Fe_mg.L","SO4_mg.L","DOC_mg.L","SUVA","Bottle_PCO2","Wholewater_THg_ng.L","Wholewater_MeHg_ng.L","MeHg_std.err","MeHg_perc","CO2_umol.L","CH4_umol.L","DIC_mg.L","TDC_mg.L","Chla","Temp_degC","Cond_uS.cm","DO_perc","DO_mg.L","Secchi_cm","Depth_m","ORP","Airtemp_C","Cloud"
"101","109",2024-05-22,"SDNWA","2024-05-23",1.35297,1.30027,0.967457,0.315639,0.24791,0.227795,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","109",2024-05-23,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3,480.4,87.1,9.45,17,NA,-8.2,10.7,100
"103","109",2024-06-05,"SDNWA","2024-06-06",1.43009,1.37735,1.00962,0.302352,0.236363,0.21704,1.2,NA,8.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4,638,162.9,15.96,10,NA,39.7,14,100
"104","110",2006-07-21,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.96,NA,0.409,33.19,3.033142513,NA,0.674461959912812,0.0185271014507454,NA,2.746945351,NA,NA,0.4634659,71.78,NA,17.68,421,NA,0.92,NA,NA,NA,NA,NA
"105","113",2006-07-21,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.79,NA,3.613,28.27,2.85150336,NA,1.11924093992069,0.0461896283890904,NA,4.126870877,NA,NA,0.3923667,60.94,NA,18.66,367,NA,1.97,NA,NA,NA,NA,NA
"106","118",2006-07-21,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.08,NA,0.79,24.59,1.59721431484201,NA,1.28,0.0311625621219505,NA,2.434575166,NA,NA,16.7786387,59.83,NA,18.97,402,NA,2.45,NA,NA,NA,NA,NA
"107","118",2007-05-07,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.55,NA,2.4,14.474306,3.98665055167412,NA,3.2375739924214,0.1675,NA,NA,NA,NA,NA,NA,NA,9.25,168,NA,5.19,NA,NA,NA,NA,NA
"108","118",2008-05-13,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.12,NA,4.6,21.02,4.65737392959087,NA,4.40544744860015,0.290065222252844,NA,6.58423975401213,283.859517330775,24.8342640969644,NA,NA,NA,11.66,236,NA,10.04,NA,NA,NA,NA,NA
"109","118",2008-06-09,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.29,NA,2.29,29.38,4.92409802586794,NA,5.47413714673805,0.677163803776337,NA,12.3702381877635,758.466749082173,51.174980659199,NA,NA,NA,19.29,375,NA,12.31,NA,NA,NA,NA,NA
"110","118",2008-07-14,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","118",2009-06-01,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","118",2009-07-06,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","118",2010-06-01,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,NA,NA,10.62,7.67768361581921,NA,5.14489947372322,0.4892,NA,9.5084462290957,NA,NA,NA,NA,NA,7.64,276,NA,6.15,NA,NA,NA,NA,NA
"114","118",2010-07-06,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.39,NA,NA,24.03,4.07732001664586,NA,4.9498430284323,0.343,NA,6.92951267403391,NA,NA,NA,NA,NA,14.49,228,NA,2.05,NA,NA,NA,NA,NA
"115","118",2010-08-04,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","118",2011-05-31,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.86,NA,NA,21.2,NA,108,2.12,0.495,NA,23.3490566037736,NA,NA,NA,NA,NA,12.39,291,NA,9.12,NA,NA,NA,NA,NA
"117","118",2011-06-29,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.65,NA,NA,38.91,NA,124,3.245,1.1551,NA,35.5963020030817,NA,NA,NA,NA,NA,18.3,378,NA,6.44,NA,NA,NA,NA,NA
"118","118",2011-07-28,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,NA,NA,29.58,NA,53,1.87,2.173,NA,116.20320855615,NA,NA,NA,NA,NA,18.52,443,NA,4.89,NA,NA,NA,NA,NA
"119","118",2011-08-22,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.82,NA,NA,28.66,NA,2,1.285,0.4173,NA,32.4747081712062,NA,NA,NA,NA,NA,14.65,471,NA,3.56,NA,NA,NA,NA,NA
"120","118",2012-05-31,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,NA,NA,39.5,1.5299746835443,59,2.7582517708091,1.55182758546777,NA,56.2612739667548,NA,NA,NA,NA,NA,14.6,666,NA,4.14,NA,NA,NA,NA,NA
"121","118",2012-06-28,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.34,NA,NA,77.56,1.01812790097989,118,4.64547307098681,1.50679867469525,NA,32.4358499483277,NA,NA,NA,NA,NA,17.57,964,NA,2.69,NA,NA,NA,NA,NA
"122","118",2012-07-26,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.03,NA,NA,112.48,0.809690611664296,47,7.98490659473261,2.78873552106847,NA,34.925086323591,NA,NA,NA,NA,NA,17.54,1068,NA,4.82,NA,NA,NA,NA,NA
"123","118",2012-08-30,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.59,NA,NA,153.5,0.42914006514658,100,2.96590653915456,0.806357028928312,NA,27.1875400752907,NA,NA,NA,NA,NA,16.4,1028,NA,7.42,NA,NA,NA,NA,NA
"124","118",2020-06-11,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.08,NA,147.55,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8,710,NA,0.66,50,NA,NA,NA,NA
"125","118",2020-06-29,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,"NO YSI",NA,NA,164.33,33.9,0.0338525073746313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA
"126","118",2020-07-15,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.51,NA,163.99,34.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7,572,134.9,12.55,23.5,NA,NA,NA,NA
"127","118",2020-07-29,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.16,NA,183.42,37.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,843,142.5,11.86,19,NA,NA,NA,NA
"128","118",2020-08-12,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","118",2020-08-23,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","118",2020-09-05,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","118",2020-09-20,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","118",2020-10-04,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","118",2021-05-23,"SDNWA",NA,1.38651,1.07621,0.851365,0.219658,0.161161,0.147479,1.2,NA,7.77,NA,540.63,38.9,NA,NA,NA,0.153,NA,NA,NA,NA,82.72,NA,4.59373016,25,1549,NA,NA,5,NA,16.4,20,35
"134","118",2021-06-07,"SDNWA",NA,1.13768,1.10435,0.788612,0.208965,0.15836,0.146175,1.2,NA,8.83,NA,759.585,37.23,NA,NA,NA,0.087,NA,NA,NA,NA,84.16,NA,71.1824692,22.8,1618,113,11.46,15,NA,NA,20,10
"135","118",2022-05-10,"SDNWA","2022-05-11",1.0998,1.05212,0.816558,0.289919,0.22751,0.208539,1.2,NA,7.8,NA,30.52,18.86,NA,NA,NA,NA,NA,NA,NA,NA,26.09,NA,2.4191638,12.3,150.6,93.5,9.7,30,NA,9.2,11,98
"136","118",2022-05-24,"SDNWA","2022-05-26",1.28312,1.22765,0.938887,0.313084,0.243113,0.221995,1.2,NA,7.3,NA,25.69,22.92,NA,NA,NA,NA,NA,NA,NA,NA,29.81,NA,2.1730462,15.4,280.1,66.9,6.64,29,NA,97.8,14.9,50
"137","118",2022-06-08,"SDNWA","2022-06-10",1.79406,1.72233,1.30611,0.411141,0.31634,0.288522,1.2,NA,7.91,NA,14.55,33.55,NA,NA,NA,NA,NA,NA,NA,NA,70.39,NA,24.358659932,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","118",2022-06-09,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,504,76.2,7.67,10,NA,-67.5,15.4,100
"139","118",2022-06-21,"SDNWA","2022-06-23",1.07532,1.03369,0.777674,0.236337,0.181068,0.164782,1.2,NA,8.79,NA,14.425,38.59,NA,NA,NA,NA,NA,NA,NA,NA,57.66,NA,117.8107492,27.1,582,108.9,8.62,3,NA,77.1,22.9,NA
"140","118",2022-07-06,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","118",2022-07-19,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","118",2022-08-03,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","118",2022-08-16,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","118",2022-08-29,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","118",2022-09-12,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","118",2023-05-17,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","118",2023-05-30,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","118",2023-06-13,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","118",2023-06-27,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","118",2023-07-11,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","118",2023-07-20,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","118",2023-08-15,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","118",2024-04-25,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,164.4,44.4,4.81,30,NA,123.5,15.5,10
"154","118",2024-04-26,"SDNWA","2024-04-25",0.907335,0.870999,0.675182,0.243312,0.1925,0.17704,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","118",2024-05-09,"SDNWA","2024-05-10",1.34491,1.28997,0.988449,0.34289,0.267093,0.243941,1.2,NA,7.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9,264.4,33.6,3.42,10,NA,-4.1,15.7,0
"156","124",2021-05-19,"SDNWA","2021-05-23",1.36993,2.03471,1.44324,0.320473,0.234828,0.21052,1.2,NA,8.33,NA,6165.725,90.6,NA,NA,NA,0.303,NA,NA,NA,NA,109.37,NA,7.93656292,14.6,6201,NA,NA,24.1,NA,149.2,12,0
"157","124",2021-06-07,"SDNWA",NA,1.58796,2.80165,1.53658,0.358881,0.266605,0.242162,1.2,NA,9.13,NA,6566.95,102.67,NA,NA,NA,3.14,NA,NA,NA,NA,110.38,NA,4.072188,20.3,7684,NA,NA,14,NA,-10,15.9,100
"158","124",2021-06-23,"SDNWA",NA,1.63912,1.68672,1.73429,0.444958,0.3243241,0.295109,1.2,NA,9.75,NA,8633.435,134.37,NA,NA,NA,0.698936184,NA,NA,NA,NA,57.71,NA,7.5327812,22.4,9581,25.6,16.69,8,NA,2.7,19.5,40
"159","124",2021-07-06,"SDNWA","2021-07-07",2.034417,2.91486,1.48044,0.333483,0.246255,0.22809,1.2,NA,8.45,NA,12287.845,140.53,NA,NA,NA,0.718624135,NA,NA,NA,NA,63.74,NA,29.53571136,21.7,11688,80.1,6.6,6,NA,-36.4,16.4,100
"160","124",2021-07-22,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.4,40
"161","124",2021-08-04,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.6,100
"162","124",2021-08-18,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4,100
"163","124",2021-09-01,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
"164","124",2021-09-19,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","124",2022-05-10,"SDNWA","2022-05-11",1.31613,1.27046,0.866164,0.210072,0.157489,0.142141,1.2,NA,9.1,NA,3478.825,38.52,NA,NA,NA,NA,NA,NA,NA,NA,28.99,NA,2.50843488,10.9,3663,122.5,13.1,12.5,NA,6.3,9.8,100
"166","124",2022-05-24,"SDNWA","2022-05-26",1.36792,1.31804,0.88182,0.207766,0.154931,0.139393,1.2,NA,8.79,NA,4542.355,41.51,NA,NA,NA,NA,NA,NA,NA,NA,41.38,NA,4.17715584,19.7,5557,108.1,10,23,NA,-16,16.3,15
"167","124",2022-06-08,"SDNWA","2022-06-10",2.52076,2.45584,1.64945,0.367054,0.270156,0.242428,1.2,NA,8.37,NA,7653.3,83.11,NA,NA,NA,NA,NA,NA,NA,NA,57.68,NA,4.73956712,28.4,10626,114.8,8.02,13,NA,-108.6,18.6,70
"168","124",2022-06-21,"SDNWA","2022-06-23",1.21864,1.17252,0.766776,0.186704,0.139517,0.126021,1.2,NA,8.28,NA,6353.845,69.37,NA,NA,NA,NA,NA,NA,NA,NA,65.11,NA,50.54239755,23.9,8383,106.3,8.61,10.9,NA,34,19.8,95
"169","124",2022-07-06,"SDNWA","2022-07-07; 2022-07-08",0.8439848,0.812008,0.52114835,0.1257476,0.0939806,0.08474955,1.2,NA,7.88,NA,8451.69,93.94,NA,NA,NA,NA,NA,NA,NA,NA,98.44,NA,16.201881296,28.1,11995,118.6,9.22,9,NA,48.5,18.3,85
"170","124",2022-07-19,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","124",2022-08-03,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","124",2022-08-16,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","124",2022-08-29,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","124",2022-09-12,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","124",2023-05-17,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","124",2023-05-30,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","124",2023-06-13,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","124",2023-06-27,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","124",2023-07-11,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","124",2023-07-20,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","124",2023-08-15,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","125",2020-06-11,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.26,NA,2298.47,48.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.64,3828,7.5,0.63,NA,NA,NA,NA,NA
"183","125",2020-07-15,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.59333333333333,NA,1220.765,53.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.35,3538.5,96.75,8.38,7.8,NA,NA,NA,NA
"184","125",2020-07-29,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.56,NA,228.43,53.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.3,3858,93.8,7.68,16,NA,NA,NA,NA
"185","125",2020-08-12,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.57,"0.03",2690.69,55.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7,3541,101.4,9.2,10,NA,NA,NA,NA
"186","125",2020-08-23,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.45,NA,2952.1,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,4178,100.4,8.6,12.5,NA,NA,NA,NA
"187","125",2020-09-05,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.49,NA,3035.37,61.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1,3939,113.1,10.74,13,NA,NA,NA,NA
"188","125",2020-09-20,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.625,NA,3014.315,71.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.15,1839.1,89.25,9.105,13,NA,NA,NA,NA
"189","125",2020-10-04,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.47,NA,3173.33,63.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4,3607,107.4,11.53,11,NA,NA,NA,NA
"190","125",2021-05-19,"SDNWA",NA,1.14142,1.42008,0.893069,0.178607,0.131462,0.117327,1.2,NA,8.76,NA,3553.36,65.45,NA,NA,NA,0.239,NA,NA,NA,NA,87.84,NA,64.6485526666667,15.4,8064,NA,NA,29,NA,167,10.4,0
"191","125",2021-06-06,"SDNWA",NA,1.58493,1.59098,0.901718,0.190359,0.140727,0.129487,1.2,NA,9.42,NA,3835.295,68.66,NA,NA,NA,0.559,NA,NA,NA,NA,83.29,NA,5.35816668,19.8,4662,NA,NA,6.5,NA,NA,16,5
"192","125",2021-06-22,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,9.57,NA,3979.07,73.25,NA,NA,NA,0.19701512,NA,NA,NA,NA,86.72,NA,173.592087,24.8,5579,163.6,13.34,9,NA,9.4,22.3,65
"193","125",2021-06-23,"SDNWA",NA,1.34214,1.34299,0.99839,0.209507,0.157969,0.144681,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","125",2021-07-06,"SDNWA",NA,2.20686,1.84023,1.0742,0.22302,0.164693,0.149528,1.2,NA,8.23,NA,4575.53,67.83,NA,NA,NA,0.474916219,NA,NA,NA,NA,78.9,NA,179.12841,20.4,5476,66.6,5.08,6.5,NA,-125,15.7,100
"195","125",2021-07-22,"SDNWA","2021-07-23",1.15183,1.35477,1.11288,0.252961,0.186144,0.167746,1.2,NA,8.46,NA,5113.89,75.33,NA,NA,NA,0.093290938,NA,NA,NA,NA,77.09,NA,519.2981465,25.2,6674,154.3,12.36,7,NA,108.6,21.7,40
"196","125",2021-08-04,"SDNWA",NA,2.04366,1.85737,1.35301,0.282847,0.208828,0.1899244,1.2,NA,8.53,NA,5623.18,81.73,NA,NA,NA,0.426832943,NA,NA,NA,NA,71.76,NA,185.417846,27.2,6681,116.4,10.08,6,NA,35.4,18.6,100
"197","125",2021-08-18,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.89,NA,6083.955,107.54,NA,NA,NA,0.176597489,NA,NA,NA,NA,72.25,NA,416.29596,18.6,6730,170.1,15.12,4,NA,-83.5,12.8,100
"198","125",2021-09-01,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,9.08,NA,5559.915,103.4,NA,NA,NA,0.18083398,NA,NA,NA,NA,81.4,NA,NA,16.3,5143,90,8.7,5,NA,-69.4,14.2,100
"199","125",2021-09-19,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,9.19,NA,6455.31,109.46,NA,NA,NA,0.106580578,NA,NA,NA,NA,86.91,NA,207.8373272,14.5,6286,109.4,10.7,NA,NA,-7.6,NA,20
"200","125",2022-05-10,"SDNWA","2022-05-11",1.26883,1.2174,0.723867,0.147388,0.109036,0.0983662,1.2,NA,8.81,NA,3378.95,47.01,NA,NA,NA,NA,NA,NA,NA,NA,45.47,NA,23.5560701333333,11,3650,92.5,9.7,37,NA,57.2,8.3,100
"201","125",2022-05-24,"SDNWA","2022-05-26",1.37763,1.31999,0.719726,0.161599,0.119816,0.107471,1.2,NA,8.44,NA,3641.44,50.73,NA,NA,NA,NA,NA,NA,NA,NA,54.73,NA,21.123296,16.8,4464,96.3,9.1,46.5,NA,7,14.8,15
"202","125",2022-06-08,"SDNWA","2022-06-10",1.66237,1.59669,0.950778,0.192312,0.14193,0.127688,1.2,NA,8.23,NA,4497.135,61.25,NA,NA,NA,NA,NA,NA,NA,NA,65.11,NA,33.0499118666667,20.9,6161,42.7,3.5,30,NA,-78.3,19.1,40
"203","125",2022-06-21,"SDNWA","2022-06-23",0.479422,0.46002,0.275411,0.0620412,0.0472158,0.0430854,1.2,NA,7.88,NA,4280.585,63.7,NA,NA,NA,NA,NA,NA,NA,NA,62.27,NA,8.38048388,19.8,5961,35.5,3.83,18,NA,-24.8,15,95
"204","125",2022-07-06,"SDNWA","2022-07-07; 2022-07-08",0.516026,0.49372255,0.2994249,0.07540465,0.0589303,0.05412315,1.2,NA,7.84,NA,5005.48,69.49,NA,NA,NA,NA,NA,NA,NA,NA,65.99,NA,5.77076524,19.5,6575,15,1.35,18,NA,3.7,18,40
"205","125",2022-07-19,"SDNWA","2022-07-21",2.2139,2.14,1.29857,0.291542,0.216212,0.194444,1.2,NA,7.83,NA,5254.465,77.16,NA,NA,NA,NA,NA,NA,NA,NA,65.23,NA,11.7859648,25.3,7634,18.1,1.45,20,NA,23.1,24.3,0
